age	job	marital	education	default	balance	housing	loan	contact	duration	campaign	previous	y
34	blue-collar	married	primary	no	-144	yes	no	unknown	79	2	0	no
46	blue-collar	married	secondary	no	71	yes	no	unknown	416	1	0	no
49	services	divorced	secondary	no	505	yes	no	unknown	162	1	0	no
50	technician	married	primary	no	249	yes	no	unknown	129	1	0	no
34	admin.	single	secondary	no	0	yes	no	unknown	150	1	0	no
40	unemployed	single	secondary	no	11	yes	no	unknown	43	1	0	no
59	blue-collar	divorced	unknown	no	124	yes	no	unknown	26	1	0	no
45	blue-collar	married	secondary	no	82	yes	no	unknown	250	1	0	no
36	self-employed	married	tertiary	no	107	yes	no	unknown	146	1	0	no
42	services	divorced	secondary	no	372	yes	yes	unknown	121	2	0	no
30	admin.	married	secondary	no	46	yes	no	unknown	114	2	0	no
30	student	single	tertiary	no	34	yes	no	unknown	289	1	0	no
47	self-employed	married	unknown	no	935	yes	no	unknown	225	1	0	no
33	blue-collar	married	secondary	no	-10	yes	no	unknown	123	1	0	no
39	services	divorced	primary	no	471	yes	no	unknown	161	2	0	no
56	admin.	divorced	secondary	no	778	yes	no	unknown	149	2	0	no
42	technician	married	secondary	no	315	yes	no	unknown	259	2	0	no
52	blue-collar	married	secondary	no	3165	no	no	unknown	26	1	0	no
36	admin.	divorced	secondary	no	131	yes	no	unknown	153	1	0	no
47	technician	married	secondary	no	83	yes	no	unknown	179	2	0	no
59	services	divorced	secondary	no	0	yes	yes	unknown	97	1	0	no
57	blue-collar	married	primary	no	5431	yes	yes	unknown	383	1	0	no
38	management	married	unknown	no	1759	yes	no	unknown	440	1	0	no
46	unemployed	married	secondary	no	-125	yes	no	unknown	23	1	0	no
34	blue-collar	married	secondary	no	0	no	no	unknown	195	1	0	no
28	services	single	secondary	no	5090	yes	no	unknown	1297	3	0	yes
56	blue-collar	married	secondary	no	1602	yes	no	unknown	427	1	0	no
41	blue-collar	single	primary	yes	-137	yes	yes	unknown	189	1	0	no
52	technician	married	unknown	no	0	no	no	unknown	195	1	0	no
61	retired	married	secondary	no	195	yes	yes	unknown	179	1	0	no
53	blue-collar	married	primary	no	25	yes	no	unknown	266	3	0	no
39	blue-collar	divorced	primary	no	190	yes	yes	unknown	96	2	0	no
56	technician	divorced	secondary	no	99	yes	no	unknown	155	2	0	no
55	services	divorced	primary	no	2298	yes	no	unknown	162	2	0	no
37	technician	married	primary	no	0	yes	no	unknown	76	4	0	no
35	blue-collar	married	primary	no	0	yes	no	unknown	154	2	0	no
55	blue-collar	married	secondary	no	840	yes	no	unknown	310	2	0	no
30	technician	single	secondary	no	0	yes	no	unknown	369	1	0	no
36	technician	single	secondary	no	-15	yes	no	unknown	341	3	0	no
38	technician	married	secondary	no	581	yes	no	unknown	79	1	0	no
55	services	divorced	secondary	no	141	yes	no	unknown	262	2	0	no
28	services	divorced	secondary	no	89	no	no	unknown	174	2	0	no
30	blue-collar	married	secondary	no	450	no	no	unknown	526	2	0	no
48	technician	married	tertiary	no	310	no	no	unknown	135	1	0	no
31	self-employed	married	secondary	no	0	yes	no	unknown	36	5	0	no
38	blue-collar	married	secondary	no	384	yes	no	unknown	1906	3	0	no
37	blue-collar	married	secondary	no	395	yes	no	unknown	219	2	0	no
37	services	single	unknown	no	-118	yes	no	unknown	147	2	0	no
56	blue-collar	married	primary	no	5	yes	yes	unknown	407	2	0	no
51	blue-collar	married	secondary	no	50	yes	yes	unknown	121	1	0	no
39	blue-collar	married	secondary	no	285	yes	yes	unknown	209	1	0	no
49	technician	married	unknown	no	15	no	no	unknown	92	2	0	no
51	blue-collar	married	primary	no	653	yes	yes	unknown	208	1	0	no
43	self-employed	married	secondary	no	918	yes	no	unknown	193	1	0	no
47	technician	married	unknown	no	2106	yes	no	unknown	168	1	0	no
39	management	married	tertiary	no	2877	yes	no	unknown	278	1	0	no
31	blue-collar	single	tertiary	no	60	yes	yes	unknown	389	1	0	no
39	blue-collar	married	primary	no	2226	yes	no	unknown	158	1	0	no
40	blue-collar	married	primary	no	2880	yes	no	unknown	145	2	0	no
40	technician	single	unknown	no	-5	yes	no	unknown	78	2	0	no
48	technician	married	secondary	no	147	no	no	unknown	142	3	0	no
33	technician	divorced	secondary	no	7	yes	yes	unknown	87	1	0	no
40	technician	married	secondary	no	109	yes	no	unknown	147	2	0	no
30	technician	married	secondary	no	484	yes	no	unknown	703	1	0	yes
31	management	single	tertiary	no	1852	yes	no	unknown	170	3	0	no
35	unemployed	married	secondary	no	533	yes	no	unknown	802	1	0	no
54	technician	divorced	secondary	no	21	yes	no	unknown	381	2	0	no
32	technician	married	secondary	no	90	yes	yes	unknown	57	2	0	no
56	admin.	divorced	unknown	no	4246	yes	no	unknown	304	2	0	no
32	admin.	single	tertiary	no	395	yes	no	unknown	241	3	0	no
33	services	married	tertiary	no	85	no	no	unknown	262	3	0	no
52	entrepreneur	married	tertiary	no	-184	yes	yes	unknown	392	2	0	no
52	services	married	secondary	no	660	no	no	unknown	201	2	0	no
52	blue-collar	divorced	primary	yes	-183	yes	no	unknown	145	1	0	no
30	unemployed	divorced	secondary	no	1144	yes	no	unknown	252	1	0	no
35	admin.	married	secondary	no	69	yes	yes	unknown	235	2	0	no
55	management	single	secondary	no	220	yes	no	unknown	328	2	0	no
37	blue-collar	single	secondary	no	240	yes	no	unknown	246	1	0	no
42	technician	single	secondary	no	0	yes	no	unknown	293	1	0	no
43	unemployed	married	secondary	no	0	yes	no	unknown	37	2	0	no
38	entrepreneur	married	tertiary	no	898	yes	no	unknown	132	2	0	no
37	technician	married	secondary	no	123	yes	yes	unknown	530	2	0	no
31	student	single	secondary	no	252	yes	no	unknown	175	3	0	no
41	management	married	tertiary	no	65	yes	no	unknown	524	2	0	no
41	technician	married	secondary	no	-366	yes	yes	unknown	29	3	0	no
29	student	single	secondary	no	209	yes	no	unknown	311	2	0	no
38	admin.	single	secondary	no	221	yes	no	unknown	211	2	0	no
28	technician	single	secondary	no	312	yes	no	unknown	392	1	0	no
33	blue-collar	married	secondary	no	-349	yes	no	unknown	191	1	0	no
41	services	married	unknown	no	4	no	no	unknown	284	2	0	no
40	blue-collar	married	primary	no	-322	yes	yes	unknown	144	1	0	no
29	admin.	married	secondary	no	-150	yes	no	unknown	328	1	0	no
38	management	married	unknown	no	1349	yes	no	unknown	100	1	0	no
32	admin.	married	tertiary	no	281	yes	no	unknown	226	1	0	no
45	services	married	secondary	no	1259	yes	no	unknown	507	1	0	no
33	admin.	single	secondary	no	101	yes	no	unknown	392	1	0	no
34	blue-collar	married	secondary	no	848	yes	no	unknown	684	2	0	no
41	entrepreneur	married	unknown	no	89	yes	no	unknown	333	2	0	no
41	blue-collar	married	secondary	no	140	yes	no	unknown	311	3	0	no
40	technician	single	secondary	no	200	yes	no	unknown	322	2	0	no
47	services	divorced	secondary	no	201	yes	no	unknown	92	2	0	no
46	blue-collar	married	primary	no	530	yes	no	unknown	739	3	0	no
31	blue-collar	single	secondary	no	0	yes	no	unknown	273	2	0	no
31	management	single	tertiary	no	-173	yes	no	unknown	396	2	0	no
38	management	married	tertiary	no	389	yes	no	unknown	262	1	0	no
37	blue-collar	married	primary	no	215	yes	yes	unknown	308	3	0	no
31	management	single	secondary	no	783	yes	no	unknown	320	1	0	no
41	admin.	married	secondary	no	0	yes	no	unknown	160	3	0	no
46	services	married	unknown	no	80	yes	no	unknown	245	2	0	no
40	services	divorced	secondary	no	105	yes	no	unknown	189	2	0	no
49	admin.	married	secondary	no	82	yes	no	unknown	310	1	0	no
54	services	married	secondary	no	510	yes	no	unknown	196	2	0	no
40	management	single	tertiary	no	242	yes	no	unknown	221	2	0	no
53	admin.	married	secondary	no	244	yes	yes	unknown	197	2	0	no
40	blue-collar	married	primary	yes	0	yes	no	unknown	64	2	0	no
29	student	single	secondary	no	948	yes	no	unknown	75	2	0	no
36	blue-collar	married	primary	no	23	yes	no	unknown	400	2	0	no
37	technician	married	secondary	no	710	yes	no	unknown	378	3	0	no
39	services	married	secondary	no	1205	yes	no	unknown	118	2	0	no
36	technician	married	secondary	no	368	yes	yes	unknown	1597	2	0	yes
40	admin.	married	secondary	no	6	yes	no	unknown	60	3	0	no
24	services	single	secondary	no	77	yes	yes	unknown	390	2	0	no
46	blue-collar	married	unknown	no	401	yes	no	unknown	306	2	0	no
33	admin.	married	secondary	no	21	no	no	unknown	189	3	0	no
43	services	divorced	secondary	no	0	yes	no	unknown	125	2	0	no
43	admin.	single	secondary	no	-497	yes	no	unknown	234	2	0	no
47	technician	married	secondary	no	503	yes	no	unknown	109	2	0	no
33	blue-collar	married	secondary	no	372	yes	no	unknown	132	2	0	no
31	admin.	married	secondary	no	0	yes	yes	unknown	144	2	0	no
36	entrepreneur	married	tertiary	no	125	yes	no	unknown	95	3	0	no
56	retired	divorced	primary	no	4	yes	no	unknown	31	3	0	no
40	admin.	single	unknown	no	419	yes	no	unknown	112	3	0	no
41	admin.	divorced	secondary	no	322	yes	no	unknown	87	4	0	no
53	retired	married	secondary	no	303	yes	no	unknown	593	2	0	no
39	blue-collar	married	secondary	no	607	yes	no	unknown	99	2	0	no
38	admin.	married	secondary	no	3047	yes	no	unknown	285	2	0	no
58	management	married	tertiary	no	68	yes	no	unknown	172	5	0	no
52	blue-collar	married	primary	no	58	yes	no	unknown	213	3	0	no
36	blue-collar	married	secondary	no	688	yes	no	unknown	174	2	0	no
60	retired	married	primary	no	364	yes	no	unknown	631	2	0	no
42	services	divorced	secondary	no	55	yes	no	unknown	176	5	0	no
42	admin.	married	secondary	no	101	yes	no	unknown	32	3	0	no
51	blue-collar	divorced	primary	no	325	yes	no	unknown	254	2	0	no
49	blue-collar	married	primary	no	198	yes	no	unknown	200	2	0	no
47	entrepreneur	married	unknown	no	209	yes	no	unknown	135	2	0	no
37	blue-collar	married	secondary	no	183	yes	no	unknown	112	4	0	no
34	management	married	tertiary	no	105	yes	no	unknown	314	3	0	no
40	blue-collar	married	primary	no	-7	yes	no	unknown	410	2	0	no
55	technician	married	secondary	no	0	no	no	unknown	160	3	0	no
55	retired	married	secondary	no	143	yes	no	unknown	42	3	0	no
57	blue-collar	married	primary	no	162	yes	no	unknown	155	2	0	no
41	blue-collar	married	primary	no	512	yes	no	unknown	233	2	0	no
57	blue-collar	married	unknown	no	807	yes	no	unknown	211	2	0	no
45	blue-collar	married	unknown	no	248	yes	no	unknown	88	5	0	no
43	blue-collar	married	primary	no	1211	yes	no	unknown	208	3	0	no
31	entrepreneur	married	tertiary	no	281	yes	no	unknown	206	2	0	no
37	blue-collar	single	secondary	no	88	yes	no	unknown	128	2	0	no
30	management	married	tertiary	no	32	yes	no	unknown	122	3	0	no
30	admin.	single	secondary	no	115	yes	no	unknown	66	3	0	no
54	blue-collar	married	secondary	no	254	yes	no	unknown	66	2	0	no
55	unemployed	married	tertiary	no	383	no	no	unknown	343	3	0	no
37	admin.	single	secondary	no	569	yes	yes	unknown	126	2	0	no
38	housemaid	married	secondary	no	0	yes	no	unknown	59	3	0	no
59	services	married	secondary	no	307	yes	yes	unknown	250	7	0	no
37	technician	married	secondary	no	-421	yes	no	unknown	183	5	0	no
33	blue-collar	divorced	secondary	no	60	no	no	unknown	190	3	0	no
44	blue-collar	married	primary	no	67	yes	no	unknown	220	2	0	no
57	technician	married	secondary	no	402	yes	no	unknown	153	3	0	no
51	blue-collar	divorced	secondary	no	421	yes	no	unknown	216	2	0	no
44	admin.	divorced	secondary	no	161	yes	no	unknown	89	2	0	no
46	technician	married	secondary	yes	289	no	no	unknown	51	3	0	no
42	services	married	secondary	no	0	yes	no	unknown	132	3	0	no
39	admin.	married	secondary	no	20	yes	no	unknown	124	2	0	no
55	technician	single	tertiary	no	92	yes	no	unknown	118	3	0	no
46	services	married	secondary	no	89	yes	no	unknown	479	2	0	no
45	management	married	tertiary	no	103	yes	no	unknown	35	4	0	no
42	admin.	married	secondary	no	445	yes	no	unknown	202	2	0	no
30	admin.	married	secondary	no	4	no	no	unknown	172	8	0	no
47	blue-collar	married	secondary	no	1001	yes	no	unknown	201	4	0	no
51	services	divorced	secondary	no	-69	yes	no	unknown	216	3	0	no
38	technician	single	secondary	no	42	yes	no	unknown	195	2	0	no
57	technician	married	unknown	no	1617	yes	no	unknown	96	2	0	no
42	management	divorced	tertiary	no	221	yes	no	unknown	720	2	0	no
46	management	married	tertiary	no	0	no	no	unknown	70	2	0	no
29	student	single	tertiary	no	185	yes	no	unknown	141	3	0	no
59	retired	married	secondary	no	836	yes	no	unknown	106	1	0	no
44	blue-collar	married	primary	no	503	yes	no	unknown	629	2	0	no
40	retired	married	primary	no	407	yes	no	unknown	502	1	0	no
31	blue-collar	single	secondary	no	53	yes	no	unknown	446	1	0	no
46	self-employed	married	tertiary	no	2303	yes	no	unknown	241	1	0	no
43	management	married	tertiary	no	144	yes	no	unknown	131	3	0	no
34	services	married	secondary	no	205	yes	no	unknown	312	1	0	no
56	retired	married	secondary	no	0	yes	no	unknown	333	4	0	no
29	technician	married	secondary	no	8	no	no	unknown	113	1	0	no
36	services	married	secondary	no	184	yes	no	unknown	128	3	0	no
37	blue-collar	single	secondary	no	238	yes	no	unknown	200	2	0	no
35	blue-collar	married	primary	yes	0	yes	no	unknown	292	1	0	no
47	services	married	primary	no	222	yes	no	unknown	68	1	0	no
31	services	married	secondary	no	414	yes	no	unknown	215	1	0	no
56	retired	single	primary	no	223	yes	no	unknown	97	1	0	no
36	blue-collar	married	secondary	no	-251	yes	no	unknown	162	1	0	no
45	self-employed	divorced	secondary	no	-139	yes	no	unknown	152	3	0	no
47	blue-collar	married	unknown	no	733	yes	no	unknown	268	1	0	no
57	services	married	secondary	no	1	no	no	unknown	852	1	0	no
45	blue-collar	married	primary	no	97	yes	no	unknown	923	3	0	no
31	blue-collar	single	primary	no	435	yes	no	unknown	159	2	0	no
31	management	divorced	tertiary	no	0	yes	no	unknown	953	3	0	no
37	technician	single	tertiary	no	147	no	no	unknown	416	2	0	no
30	technician	single	tertiary	no	3	yes	no	unknown	174	1	0	no
58	services	divorced	secondary	no	1109	yes	yes	unknown	180	1	0	no
33	services	married	secondary	no	404	yes	no	unknown	139	1	0	no
39	blue-collar	married	primary	no	981	yes	no	unknown	294	1	0	no
33	blue-collar	single	primary	no	95	yes	no	unknown	102	1	0	no
36	services	divorced	secondary	no	-290	yes	yes	unknown	128	1	0	no
37	services	single	secondary	no	259	yes	no	unknown	130	1	0	no
35	blue-collar	married	secondary	no	527	yes	yes	unknown	143	1	0	no
55	retired	married	secondary	no	102	yes	no	unknown	74	1	0	no
42	blue-collar	single	primary	no	19	yes	no	unknown	158	1	0	no
37	blue-collar	married	secondary	no	16	yes	no	unknown	250	1	0	no
35	technician	single	secondary	no	539	yes	no	unknown	520	1	0	no
30	services	single	secondary	no	-174	yes	no	unknown	113	1	0	no
45	entrepreneur	married	secondary	no	68	yes	no	unknown	254	1	0	no
49	blue-collar	married	secondary	no	64	yes	no	unknown	293	3	0	no
31	blue-collar	single	secondary	no	1415	yes	no	unknown	485	1	0	no
31	technician	single	secondary	no	147	yes	no	unknown	374	1	0	no
39	blue-collar	married	secondary	no	72	yes	no	unknown	425	6	0	no
37	services	single	secondary	no	-196	yes	no	unknown	207	1	0	no
33	blue-collar	married	primary	no	716	yes	no	unknown	83	3	0	no
42	services	married	secondary	no	-246	yes	no	unknown	149	1	0	no
56	blue-collar	married	secondary	no	-203	yes	no	unknown	139	1	0	no
37	admin.	single	secondary	no	245	yes	yes	unknown	732	2	0	yes
36	services	single	secondary	no	342	yes	no	unknown	142	1	0	no
29	technician	single	tertiary	no	3	yes	no	unknown	359	1	0	no
54	management	married	tertiary	yes	-248	yes	yes	unknown	112	1	0	no
43	blue-collar	divorced	secondary	no	370	yes	no	unknown	216	1	0	no
47	admin.	single	secondary	no	594	yes	no	unknown	161	1	0	no
47	blue-collar	married	secondary	no	387	yes	no	unknown	122	2	0	no
38	services	married	secondary	no	208	yes	no	unknown	800	1	0	no
40	blue-collar	married	secondary	no	563	yes	no	unknown	615	1	0	no
53	admin.	divorced	unknown	no	236	yes	no	unknown	354	1	0	no
37	services	married	primary	no	52	yes	no	unknown	359	1	0	no
40	management	single	tertiary	no	1265	yes	no	unknown	97	1	0	no
35	technician	married	secondary	no	118	yes	no	unknown	236	1	0	no
26	blue-collar	single	secondary	no	24	yes	no	unknown	180	1	0	no
52	self-employed	married	secondary	no	273	no	no	unknown	227	1	0	no
33	services	divorced	secondary	no	327	yes	no	unknown	109	1	0	no
31	admin.	single	secondary	no	299	yes	no	unknown	492	2	0	no
32	blue-collar	married	secondary	no	0	yes	no	unknown	298	1	0	no
35	blue-collar	single	primary	no	109	yes	no	unknown	83	2	0	no
32	blue-collar	divorced	primary	no	473	yes	no	unknown	204	2	0	no
37	unknown	single	unknown	no	414	yes	no	unknown	131	1	0	no
45	blue-collar	married	secondary	no	154	yes	no	unknown	1138	1	0	yes
31	technician	married	secondary	no	344	yes	no	unknown	123	1	0	no
38	admin.	married	secondary	no	8	yes	no	unknown	125	1	0	no
37	services	married	secondary	no	78	yes	no	unknown	295	2	0	no
33	housemaid	married	tertiary	no	98	yes	yes	unknown	109	1	0	no
38	blue-collar	married	primary	no	83	yes	no	unknown	140	2	0	no
29	unemployed	married	tertiary	no	8	yes	no	unknown	233	1	0	no
42	management	married	tertiary	no	263	yes	no	unknown	254	1	0	no
32	management	married	tertiary	no	233	yes	no	unknown	193	1	0	no
29	student	single	secondary	no	872	yes	no	unknown	230	1	0	no
31	services	married	tertiary	no	309	yes	yes	unknown	294	1	0	no
59	blue-collar	married	secondary	no	202	yes	no	unknown	173	1	0	no
29	entrepreneur	married	primary	no	56	yes	yes	unknown	336	1	0	no
59	blue-collar	married	primary	no	229	yes	yes	unknown	19	1	0	no
49	admin.	married	secondary	no	326	yes	no	unknown	99	2	0	no
52	admin.	single	secondary	no	545	yes	no	unknown	260	1	0	no
40	admin.	married	secondary	no	2100	yes	yes	unknown	164	2	0	no
32	services	married	secondary	no	0	yes	yes	unknown	255	2	0	no
47	admin.	married	primary	no	192	yes	no	unknown	47	1	0	no
33	management	married	tertiary	no	442	yes	no	unknown	463	1	0	no
35	management	married	tertiary	no	267	yes	no	unknown	192	1	0	no
50	blue-collar	married	primary	no	377	yes	no	unknown	221	1	0	no
43	self-employed	married	primary	no	66	yes	no	unknown	175	5	0	no
51	blue-collar	married	unknown	no	37	yes	no	unknown	256	6	0	no
32	admin.	single	secondary	no	64	yes	no	unknown	202	2	0	no
47	management	divorced	tertiary	no	34	yes	no	unknown	104	1	0	no
57	self-employed	married	primary	no	1013	yes	no	unknown	448	1	0	no
43	admin.	single	secondary	no	140	yes	no	unknown	127	1	0	no
40	services	single	tertiary	no	8823	yes	no	unknown	378	1	0	no
37	unemployed	divorced	secondary	no	74	yes	no	unknown	150	1	0	no
44	admin.	married	secondary	no	58544	yes	no	unknown	144	2	0	no
41	technician	married	secondary	no	169	yes	no	unknown	296	2	0	no
32	blue-collar	married	secondary	no	-205	yes	no	unknown	388	1	0	no
30	management	single	tertiary	no	112	yes	no	unknown	245	1	0	no
35	services	married	secondary	no	39	no	no	unknown	143	1	0	no
55	blue-collar	married	secondary	no	1268	yes	no	unknown	223	2	0	no
52	blue-collar	married	secondary	no	-98	yes	no	unknown	423	1	0	no
33	admin.	married	secondary	no	44	yes	yes	unknown	231	1	0	no
33	blue-collar	married	secondary	no	0	no	no	unknown	107	1	0	no
40	blue-collar	married	secondary	yes	-94	yes	yes	unknown	227	1	0	no
39	blue-collar	married	secondary	yes	-345	yes	no	unknown	69	1	0	no
54	blue-collar	married	secondary	no	-932	yes	no	unknown	799	1	0	no
49	blue-collar	married	secondary	no	90	yes	no	unknown	127	1	0	no
52	admin.	married	secondary	no	31	yes	no	unknown	120	1	0	no
